,hospital_id,year,staff_group,prod_hrs,prodhrs_adjptday
17157,106190422,2011,Aides & Orderlies,347902,2.27
17158,106190422,2011,Clerical & Other Administrative,1017093,6.63
17159,106190422,2011,Environmental & Food Services,443389,2.89
17160,106190422,2011,Other,234584,1.53
17161,106190422,2011,Contracted Registry Nursing,40100,0.26
17162,106190422,2011,Contracted Other,90765,0.59
17163,106190422,2011,Daily Cost Centers,1246343,8.13
17164,106190422,2011,Ambulatory Cost Centers,305273,1.99
17165,106190422,2011,Ancillary Cost Centers,1625732,10.6
17166,106190422,2011,Education Cost Centers,32781,0.21
17167,106190422,2011,General Services Cost Centers,944719,6.16
17168,106190422,2011,Fiscal Services Cost Centers,252075,1.64
17169,106190422,2011,Administrative Services Cost Centers,455515,2.97
17170,106190429,2011,Management & Supervision,0,0.0
17171,106190429,2011,Technician & Specialist,0,0.0
17172,106190429,2011,Registered Nurse,1657169,12.73
17173,106190429,2011,Licensed Vocational Nurse,3424,0.03
17174,106190429,2011,Aides & Orderlies,608864,4.68
17175,106190429,2011,Clerical & Other Administrative,0,0.0
17176,106190429,2011,Environmental & Food Services,0,0.0
17177,106190429,2011,Other,3048920,23.41
17178,106190429,2011,Contracted Registry Nursing,200648,1.54
17179,106190429,2011,Contracted Other,1587,0.01
17180,106190429,2011,Daily Cost Centers,2489626,19.12
17181,106190429,2011,Ambulatory Cost Centers,212372,1.63
17182,106190429,2011,Ancillary Cost Centers,550097,4.22
17183,106190429,2011,Education Cost Centers,449941,3.46
17184,106190429,2011,General Services Cost Centers,1074153,8.25
17185,106190429,2011,Fiscal Services Cost Centers,94863,0.73
17186,106190429,2011,Administrative Services Cost Centers,649560,4.99
17187,106190431,2011,Management & Supervision,0,0.0
17188,106190431,2011,Technician & Specialist,0,0.0
17189,106190431,2011,Registered Nurse,891921,17.06
17190,106190431,2011,Licensed Vocational Nurse,6744,0.13
17191,106190431,2011,Aides & Orderlies,193449,3.7
17192,106190431,2011,Clerical & Other Administrative,0,0.0
17193,106190431,2011,Environmental & Food Services,0,0.0
17194,106190431,2011,Other,1367694,26.16
17195,106190431,2011,Contracted Registry Nursing,57327,1.1
17196,106190431,2011,Contracted Other,56,0.0
17197,106190431,2011,Daily Cost Centers,936014,17.91
17198,106190431,2011,Ambulatory Cost Centers,108250,2.07
17199,106190431,2011,Ancillary Cost Centers,291077,5.57
17200,106190431,2011,Education Cost Centers,0,0.0
17201,106190431,2011,General Services Cost Centers,574288,10.99
17202,106190431,2011,Fiscal Services Cost Centers,125962,2.41
17203,106190431,2011,Administrative Services Cost Centers,479520,9.17
17204,106190432,2011,Management & Supervision,0,0.0
17205,106190432,2011,Technician & Specialist,0,0.0
17206,106190432,2011,Registered Nurse,851340,20.98
17207,106190432,2011,Licensed Vocational Nurse,9659,0.24
17208,106190432,2011,Aides & Orderlies,39164,0.97
17209,106190432,2011,Clerical & Other Administrative,0,0.0
17210,106190432,2011,Environmental & Food Services,0,0.0
17211,106190432,2011,Other,756695,18.65
17212,106190432,2011,Contracted Registry Nursing,35262,0.87
17213,106190432,2011,Contracted Other,0,0.0
17214,106190432,2011,Daily Cost Centers,849523,20.94
17215,106190432,2011,Ambulatory Cost Centers,279337,6.88
17216,106190432,2011,Ancillary Cost Centers,190685,4.7
17217,106190432,2011,Education Cost Centers,0,0.0
17218,106190432,2011,General Services Cost Centers,273379,6.74
17219,106190432,2011,Fiscal Services Cost Centers,46205,1.14
17220,106190432,2011,Administrative Services Cost Centers,49700,1.22
17221,106190434,2011,Management & Supervision,0,0.0
17222,106190434,2011,Technician & Specialist,0,0.0
17223,106190434,2011,Registered Nurse,757179,17.66
17224,106190434,2011,Licensed Vocational Nurse,568,0.01
17225,106190434,2011,Aides & Orderlies,97859,2.28
17226,106190434,2011,Clerical & Other Administrative,0,0.0
17227,106190434,2011,Environmental & Food Services,0,0.0
17228,106190434,2011,Other,1381381,32.22
17229,106190434,2011,Contracted Registry Nursing,124499,2.9
17230,106190434,2011,Contracted Other,997,0.02
17231,106190434,2011,Daily Cost Centers,956702,22.32
17232,106190434,2011,Ambulatory Cost Centers,6294,0.15
17233,106190434,2011,Ancillary Cost Centers,147246,3.43
17234,106190434,2011,Education Cost Centers,0,0.0
17235,106190434,2011,General Services Cost Centers,741801,17.3
17236,106190434,2011,Fiscal Services Cost Centers,69520,1.62
17237,106190434,2011,Administrative Services Cost Centers,440920,10.28
17238,106190449,2011,Management & Supervision,71376,1.19
17239,106190449,2011,Technician & Specialist,206296,3.45
17240,106190449,2011,Registered Nurse,115124,1.93
17241,106190449,2011,Licensed Vocational Nurse,57264,0.96
17242,106190449,2011,Aides & Orderlies,48091,0.81
17243,106190449,2011,Clerical & Other Administrative,212261,3.55
17244,106190449,2011,Environmental & Food Services,114925,1.92
17245,106190449,2011,Other,283165,4.74
17246,106190449,2011,Contracted Registry Nursing,2897,0.05
17247,106190449,2011,Contracted Other,470,0.01
17248,106190449,2011,Daily Cost Centers,142535,2.39
17249,106190449,2011,Ambulatory Cost Centers,0,0.0
17250,106190449,2011,Ancillary Cost Centers,261996,4.39
17251,106190449,2011,Education Cost Centers,0,0.0
17252,106190449,2011,General Services Cost Centers,169659,2.84
17253,106190449,2011,Fiscal Services Cost Centers,85573,1.43
17254,106190449,2011,Administrative Services Cost Centers,452106,7.57
17255,106190462,2011,Management & Supervision,41807,2.13
17256,106190462,2011,Technician & Specialist,57683,2.94
17257,106190462,2011,Registered Nurse,66315,3.38
17258,106190462,2011,Licensed Vocational Nurse,33200,1.69
17259,106190462,2011,Aides & Orderlies,69927,3.56
17260,106190462,2011,Clerical & Other Administrative,70895,3.61
17261,106190462,2011,Environmental & Food Services,23908,1.22
17262,106190462,2011,Other,0,0.0
17263,106190462,2011,Contracted Registry Nursing,0,0.0
17264,106190462,2011,Contracted Other,0,0.0
17265,106190462,2011,Daily Cost Centers,181078,9.23
17266,106190462,2011,Ambulatory Cost Centers,24985,1.27
17267,106190462,2011,Ancillary Cost Centers,0,0.0
17268,106190462,2011,Education Cost Centers,0,0.0
17269,106190462,2011,General Services Cost Centers,66964,3.41
17270,106190462,2011,Fiscal Services Cost Centers,33765,1.72
17271,106190462,2011,Administrative Services Cost Centers,56943,2.9
17272,106190468,2011,Management & Supervision,89593,1.75
17273,106190468,2011,Technician & Specialist,279495,5.47
17274,106190468,2011,Registered Nurse,263507,5.15
17275,106190468,2011,Licensed Vocational Nurse,114466,2.24
17276,106190468,2011,Aides & Orderlies,183072,3.58
17277,106190468,2011,Clerical & Other Administrative,106566,2.08
17278,106190468,2011,Environmental & Food Services,136298,2.67
17279,106190468,2011,Other,48,0.0
17280,106190468,2011,Contracted Registry Nursing,14209,0.28
17281,106190468,2011,Contracted Other,1827,0.04
17282,106190468,2011,Daily Cost Centers,600823,11.75
17283,106190468,2011,Ambulatory Cost Centers,0,0.0
17284,106190468,2011,Ancillary Cost Centers,227246,4.44
17285,106190468,2011,Education Cost Centers,0,0.0
17286,106190468,2011,General Services Cost Centers,215835,4.22
17287,106190468,2011,Fiscal Services Cost Centers,40883,0.8
17288,106190468,2011,Administrative Services Cost Centers,104294,2.04
17289,106190470,2011,Management & Supervision,291530,2.17
17290,106190470,2011,Technician & Specialist,22968,0.17
17291,106190470,2011,Registered Nurse,858620,6.4
17292,106190470,2011,Licensed Vocational Nurse,21218,0.16
17293,106190470,2011,Aides & Orderlies,278807,2.08
17294,106190470,2011,Clerical & Other Administrative,506572,3.78
17295,106190470,2011,Environmental & Food Services,266127,1.99
17296,106190470,2011,Other,945192,7.05
17297,106190470,2011,Contracted Registry Nursing,207314,1.55
17298,106190470,2011,Contracted Other,9271,0.07
17299,106190470,2011,Daily Cost Centers,1099541,8.2
17300,106190470,2011,Ambulatory Cost Centers,261288,1.95
17301,106190470,2011,Ancillary Cost Centers,930386,6.94
17302,106190470,2011,Education Cost Centers,0,0.0
17303,106190470,2011,General Services Cost Centers,593251,4.43
17304,106190470,2011,Fiscal Services Cost Centers,141120,1.05
17305,106190470,2011,Administrative Services Cost Centers,382033,2.85
17306,106190475,2011,Management & Supervision,32425,1.79
17307,106190475,2011,Technician & Specialist,128491,7.11
17308,106190475,2011,Registered Nurse,129270,7.16
17309,106190475,2011,Licensed Vocational Nurse,14537,0.8
17310,106190475,2011,Aides & Orderlies,42940,2.38
17311,106190475,2011,Clerical & Other Administrative,61351,3.4
17312,106190475,2011,Environmental & Food Services,39523,2.19
17313,106190475,2011,Other,23393,1.29
17314,106190475,2011,Contracted Registry Nursing,17434,0.97
17315,106190475,2011,Contracted Other,3311,0.18
17316,106190475,2011,Daily Cost Centers,186426,10.32
17317,106190475,2011,Ambulatory Cost Centers,42397,2.35
17318,106190475,2011,Ancillary Cost Centers,84627,4.68
17319,106190475,2011,Education Cost Centers,0,0.0
17320,106190475,2011,General Services Cost Centers,104354,5.78
17321,106190475,2011,Fiscal Services Cost Centers,32069,1.78
17322,106190475,2011,Administrative Services Cost Centers,39227,2.17
17323,106190500,2011,Management & Supervision,76940,3.34
17324,106190500,2011,Technician & Specialist,218380,9.49
17325,106190500,2011,Registered Nurse,234087,10.17
17326,106190500,2011,Licensed Vocational Nurse,3258,0.14
17327,106190500,2011,Aides & Orderlies,85950,3.73
17328,106190500,2011,Clerical & Other Administrative,174414,7.58
17329,106190500,2011,Environmental & Food Services,44668,1.94
17330,106190500,2011,Other,0,0.0
17331,106190500,2011,Contracted Registry Nursing,14667,0.64
17332,106190500,2011,Contracted Other,1495,0.06
17333,106190500,2011,Daily Cost Centers,202717,8.81
17334,106190500,2011,Ambulatory Cost Centers,108418,4.71
17335,106190500,2011,Ancillary Cost Centers,236948,10.29
17336,106190500,2011,Education Cost Centers,0,0.0
17337,106190500,2011,General Services Cost Centers,116549,5.06
17338,106190500,2011,Fiscal Services Cost Centers,95852,4.16
17339,106190500,2011,Administrative Services Cost Centers,88674,3.85
17340,106190517,2011,Management & Supervision,106180,1.38
17341,106190517,2011,Technician & Specialist,514683,6.67
17342,106190517,2011,Registered Nurse,776845,10.07
17343,106190517,2011,Licensed Vocational Nurse,38246,0.5
17344,106190517,2011,Aides & Orderlies,101964,1.32
17345,106190517,2011,Clerical & Other Administrative,273401,3.54
17346,106190517,2011,Environmental & Food Services,58542,0.76
17347,106190517,2011,Other,103368,1.34
17348,106190517,2011,Contracted Registry Nursing,24677,0.32
17349,106190517,2011,Contracted Other,1352,0.02
17350,106190517,2011,Daily Cost Centers,737504,9.56
17351,106190517,2011,Ambulatory Cost Centers,136902,1.77
17352,106190517,2011,Ancillary Cost Centers,578942,7.5
17353,106190517,2011,Education Cost Centers,0,0.0
17354,106190517,2011,General Services Cost Centers,257401,3.34
17355,106190517,2011,Fiscal Services Cost Centers,80362,1.04
17356,106190517,2011,Administrative Services Cost Centers,208147,2.7
17357,106190521,2011,Management & Supervision,69787,1.12
17358,106190521,2011,Technician & Specialist,283863,4.54
17359,106190521,2011,Registered Nurse,315886,5.05
17360,106190521,2011,Licensed Vocational Nurse,93647,1.5
17361,106190521,2011,Aides & Orderlies,116367,1.86
17362,106190521,2011,Clerical & Other Administrative,189134,3.03
17363,106190521,2011,Environmental & Food Services,86212,1.38
17364,106190521,2011,Other,0,0.0
17365,106190521,2011,Contracted Registry Nursing,79589,1.27
17366,106190521,2011,Contracted Other,24997,0.4
17367,106190521,2011,Daily Cost Centers,512907,8.21
17368,106190521,2011,Ambulatory Cost Centers,76911,1.23
17369,106190521,2011,Ancillary Cost Centers,284034,4.54
17370,106190521,2011,Education Cost Centers,0,0.0
17371,106190521,2011,General Services Cost Centers,177978,2.85
17372,106190521,2011,Fiscal Services Cost Centers,83844,1.34
17373,106190521,2011,Administrative Services Cost Centers,123808,1.98
17374,106190522,2011,Management & Supervision,224721,3.04
17375,106190522,2011,Technician & Specialist,456233,6.17
17376,106190522,2011,Registered Nurse,632810,8.55
17377,106190522,2011,Licensed Vocational Nurse,18675,0.25
17378,106190522,2011,Aides & Orderlies,116149,1.57
17379,106190522,2011,Clerical & Other Administrative,275486,3.72
17380,106190522,2011,Environmental & Food Services,171637,2.32
17381,106190522,2011,Other,44999,0.61
17382,106190522,2011,Contracted Registry Nursing,5907,0.08
17383,106190522,2011,Contracted Other,44119,0.6
17384,106190522,2011,Daily Cost Centers,632072,8.54
17385,106190522,2011,Ambulatory Cost Centers,137425,1.86
17386,106190522,2011,Ancillary Cost Centers,529340,7.15
17387,106190522,2011,Education Cost Centers,7489,0.1
17388,106190522,2011,General Services Cost Centers,346750,4.69
17389,106190522,2011,Fiscal Services Cost Centers,130592,1.76
17390,106190522,2011,Administrative Services Cost Centers,206541,2.79
17391,106190524,2011,Management & Supervision,76322,1.61
17392,106190524,2011,Technician & Specialist,183649,3.89
17393,106190524,2011,Registered Nurse,188618,3.99
17394,106190524,2011,Licensed Vocational Nurse,64234,1.36
17395,106190524,2011,Aides & Orderlies,90860,1.92
17396,106190524,2011,Clerical & Other Administrative,138390,2.93
17397,106190524,2011,Environmental & Food Services,77786,1.65
17398,106190524,2011,Other,4704,0.1
17399,106190524,2011,Contracted Registry Nursing,17203,0.36
17400,106190524,2011,Contracted Other,0,0.0
17401,106190524,2011,Daily Cost Centers,339854,7.19
17402,106190524,2011,Ambulatory Cost Centers,86780,1.84
17403,106190524,2011,Ancillary Cost Centers,114705,2.43
17404,106190524,2011,Education Cost Centers,0,0.0
17405,106190524,2011,General Services Cost Centers,147725,3.13
17406,106190524,2011,Fiscal Services Cost Centers,64580,1.37
17407,106190524,2011,Administrative Services Cost Centers,88122,1.86
17408,106190525,2011,Management & Supervision,258922,1.67
17409,106190525,2011,Technician & Specialist,1359021,8.74
17410,106190525,2011,Registered Nurse,1306436,8.41
17411,106190525,2011,Licensed Vocational Nurse,44899,0.29
17412,106190525,2011,Aides & Orderlies,490822,3.16
17413,106190525,2011,Clerical & Other Administrative,624873,4.02
17414,106190525,2011,Environmental & Food Services,55622,0.36
17415,106190525,2011,Other,206826,1.33
17416,106190525,2011,Contracted Registry Nursing,14076,0.09
17417,106190525,2011,Contracted Other,528401,3.4
17418,106190525,2011,Daily Cost Centers,1440883,9.27
17419,106190525,2011,Ambulatory Cost Centers,347011,2.23
17420,106190525,2011,Ancillary Cost Centers,1385523,8.91
17421,106190525,2011,Education Cost Centers,63373,0.41
17422,106190525,2011,General Services Cost Centers,853902,5.49
17423,106190525,2011,Fiscal Services Cost Centers,142373,0.92
17424,106190525,2011,Administrative Services Cost Centers,409309,2.63
17425,106190529,2011,Management & Supervision,178905,1.81
17426,106190529,2011,Technician & Specialist,671781,6.8
17427,106190529,2011,Registered Nurse,823442,8.34
17428,106190529,2011,Licensed Vocational Nurse,55696,0.56
17429,106190529,2011,Aides & Orderlies,393230,3.98
17430,106190529,2011,Clerical & Other Administrative,415189,4.2
17431,106190529,2011,Environmental & Food Services,192275,1.95
17432,106190529,2011,Other,150284,1.52
17433,106190529,2011,Contracted Registry Nursing,25491,0.26
17434,106190529,2011,Contracted Other,13249,0.13
17435,106190529,2011,Daily Cost Centers,1177495,11.92
17436,106190529,2011,Ambulatory Cost Centers,144513,1.46
17437,106190529,2011,Ancillary Cost Centers,570738,5.78
17438,106190529,2011,Education Cost Centers,0,0.0
17439,106190529,2011,General Services Cost Centers,503893,5.1
17440,106190529,2011,Fiscal Services Cost Centers,165960,1.68
17441,106190529,2011,Administrative Services Cost Centers,356943,3.61
17442,106190534,2011,Management & Supervision,354619,7.43
17443,106190534,2011,Technician & Specialist,365776,7.66
17444,106190534,2011,Registered Nurse,521981,10.93
17445,106190534,2011,Licensed Vocational Nurse,25683,0.54
17446,106190534,2011,Aides & Orderlies,137430,2.88
17447,106190534,2011,Clerical & Other Administrative,88086,1.85
17448,106190534,2011,Environmental & Food Services,72805,1.52
17449,106190534,2011,Other,288,0.01
17450,106190534,2011,Contracted Registry Nursing,272,0.01
17451,106190534,2011,Contracted Other,8223,0.17
17452,106190534,2011,Daily Cost Centers,464767,9.74
17453,106190534,2011,Ambulatory Cost Centers,239635,5.02
17454,106190534,2011,Ancillary Cost Centers,403901,8.46
17455,106190534,2011,Education Cost Centers,0,0.0
17456,106190534,2011,General Services Cost Centers,185652,3.89
17457,106190534,2011,Fiscal Services Cost Centers,103982,2.18
17458,106190534,2011,Administrative Services Cost Centers,176491,3.7
17459,106190541,2011,Management & Supervision,37553,2.83
17460,106190541,2011,Technician & Specialist,60442,4.55
17461,106190541,2011,Registered Nurse,95784,7.21
17462,106190541,2011,Licensed Vocational Nurse,6413,0.48
17463,106190541,2011,Aides & Orderlies,38242,2.88
17464,106190541,2011,Clerical & Other Administrative,30953,2.33
17465,106190541,2011,Environmental & Food Services,28403,2.14
17466,106190541,2011,Other,12700,0.96
17467,106190541,2011,Contracted Registry Nursing,788,0.06
17468,106190541,2011,Contracted Other,512,0.04
17469,106190541,2011,Daily Cost Centers,149114,11.23
17470,106190541,2011,Ambulatory Cost Centers,0,0.0
17471,106190541,2011,Ancillary Cost Centers,59058,4.45
17472,106190541,2011,Education Cost Centers,0,0.0
17473,106190541,2011,General Services Cost Centers,43826,3.3
17474,106190541,2011,Fiscal Services Cost Centers,18674,1.41
17475,106190541,2011,Administrative Services Cost Centers,41118,3.1
17476,106190547,2011,Management & Supervision,44918,1.74
17477,106190547,2011,Technician & Specialist,122083,4.72
17478,106190547,2011,Registered Nurse,185195,7.15
17479,106190547,2011,Licensed Vocational Nurse,41284,1.59
17480,106190547,2011,Aides & Orderlies,25360,0.98
17481,106190547,2011,Clerical & Other Administrative,123927,4.79
17482,106190547,2011,Environmental & Food Services,32756,1.27
17483,106190547,2011,Other,0,0.0
17484,106190547,2011,Contracted Registry Nursing,0,0.0
17485,106190547,2011,Contracted Other,0,0.0
17486,106190547,2011,Daily Cost Centers,166367,6.43
17487,106190547,2011,Ambulatory Cost Centers,29543,1.14
17488,106190547,2011,Ancillary Cost Centers,209999,8.11
17489,106190547,2011,Education Cost Centers,0,0.0
17490,106190547,2011,General Services Cost Centers,71853,2.78
17491,106190547,2011,Fiscal Services Cost Centers,39759,1.54
17492,106190547,2011,Administrative Services Cost Centers,58002,2.24
17493,106190552,2011,Management & Supervision,94287,0.24
17494,106190552,2011,Technician & Specialist,135974,0.35
17495,106190552,2011,Registered Nurse,44420,0.11
17496,106190552,2011,Licensed Vocational Nurse,95647,0.25
17497,106190552,2011,Aides & Orderlies,138949,0.36
17498,106190552,2011,Clerical & Other Administrative,269858,0.7
17499,106190552,2011,Environmental & Food Services,166584,0.43
17500,106190552,2011,Other,69250,0.18
17501,106190552,2011,Contracted Registry Nursing,13715,0.04
17502,106190552,2011,Contracted Other,10292,0.03
17503,106190552,2011,Daily Cost Centers,187614,0.49
17504,106190552,2011,Ambulatory Cost Centers,249242,0.64
17505,106190552,2011,Ancillary Cost Centers,117831,0.3
17506,106190552,2011,Education Cost Centers,0,0.0
17507,106190552,2011,General Services Cost Centers,349316,0.9
17508,106190552,2011,Fiscal Services Cost Centers,63691,0.16
17509,106190552,2011,Administrative Services Cost Centers,71282,0.18
17510,106190555,2011,Management & Supervision,1279234,3.32
17511,106190555,2011,Technician & Specialist,5759878,14.95
17512,106190555,2011,Registered Nurse,4066206,10.55
17513,106190555,2011,Licensed Vocational Nurse,57692,0.15
17514,106190555,2011,Aides & Orderlies,990472,2.57
17515,106190555,2011,Clerical & Other Administrative,4155159,10.79
17516,106190555,2011,Environmental & Food Services,1323012,3.43
17517,106190555,2011,Other,1670509,4.34
17518,106190555,2011,Contracted Registry Nursing,393692,1.02
17519,106190555,2011,Contracted Other,170793,0.44
17520,106190555,2011,Daily Cost Centers,4266234,11.07
17521,106190555,2011,Ambulatory Cost Centers,1360297,3.53
17522,106190555,2011,Ancillary Cost Centers,5155218,13.38
17523,106190555,2011,Education Cost Centers,1248621,3.24
17524,106190555,2011,General Services Cost Centers,3408271,8.85
17525,106190555,2011,Fiscal Services Cost Centers,1614445,4.19
17526,106190555,2011,Administrative Services Cost Centers,2799926,7.27
17527,106190568,2011,Management & Supervision,269507,2.28
17528,106190568,2011,Technician & Specialist,805594,6.81
17529,106190568,2011,Registered Nurse,1002184,8.47
17530,106190568,2011,Licensed Vocational Nurse,28035,0.24
17531,106190568,2011,Aides & Orderlies,229631,1.94
17532,106190568,2011,Clerical & Other Administrative,457362,3.87
17533,106190568,2011,Environmental & Food Services,276954,2.34
17534,106190568,2011,Other,127952,1.08
17535,106190568,2011,Contracted Registry Nursing,57797,0.49
17536,106190568,2011,Contracted Other,91580,0.77
17537,106190568,2011,Daily Cost Centers,1103627,9.33
17538,106190568,2011,Ambulatory Cost Centers,190890,1.61
17539,106190568,2011,Ancillary Cost Centers,774481,6.55
17540,106190568,2011,Education Cost Centers,79268,0.67
17541,106190568,2011,General Services Cost Centers,610288,5.16
17542,106190568,2011,Fiscal Services Cost Centers,134986,1.14
17543,106190568,2011,Administrative Services Cost Centers,402794,3.41
17544,106190587,2011,Management & Supervision,160256,2.99
17545,106190587,2011,Technician & Specialist,241693,4.5
17546,106190587,2011,Registered Nurse,235570,4.39
17547,106190587,2011,Licensed Vocational Nurse,65277,1.22
17548,106190587,2011,Aides & Orderlies,138220,2.58
17549,106190587,2011,Clerical & Other Administrative,202487,3.77
17550,106190587,2011,Environmental & Food Services,40152,0.75
17551,106190587,2011,Other,55896,1.04
17552,106190587,2011,Contracted Registry Nursing,42847,0.8
17553,106190587,2011,Contracted Other,185268,3.45
17554,106190587,2011,Daily Cost Centers,479348,8.93
17555,106190587,2011,Ambulatory Cost Centers,82944,1.55
17556,106190587,2011,Ancillary Cost Centers,242782,4.53
17557,106190587,2011,Education Cost Centers,59048,1.1
17558,106190587,2011,General Services Cost Centers,286180,5.33
17559,106190587,2011,Fiscal Services Cost Centers,123329,2.3
17560,106190587,2011,Administrative Services Cost Centers,94035,1.75
17561,106190630,2011,Management & Supervision,363525,2.58
17562,106190630,2011,Technician & Specialist,871788,6.2
17563,106190630,2011,Registered Nurse,1403677,9.98
17564,106190630,2011,Licensed Vocational Nurse,66135,0.47
17565,106190630,2011,Aides & Orderlies,382925,2.72
17566,106190630,2011,Clerical & Other Administrative,1117229,7.94
17567,106190630,2011,Environmental & Food Services,391312,2.78
17568,106190630,2011,Other,89828,0.64
17569,106190630,2011,Contracted Registry Nursing,40219,0.29
17570,106190630,2011,Contracted Other,37209,0.26
17571,106190630,2011,Daily Cost Centers,1519603,10.8
17572,106190630,2011,Ambulatory Cost Centers,377835,2.69
17573,106190630,2011,Ancillary Cost Centers,1010450,7.18
17574,106190630,2011,Education Cost Centers,42277,0.3
17575,106190630,2011,General Services Cost Centers,787598,5.6
17576,106190630,2011,Fiscal Services Cost Centers,461227,3.28
17577,106190630,2011,Administrative Services Cost Centers,369526,2.63
17578,106190631,2011,Management & Supervision,272989,1.89
17579,106190631,2011,Technician & Specialist,1286765,8.93
17580,106190631,2011,Registered Nurse,1173558,8.14
17581,106190631,2011,Licensed Vocational Nurse,47241,0.33
17582,106190631,2011,Aides & Orderlies,330143,2.29
17583,106190631,2011,Clerical & Other Administrative,849982,5.9
17584,106190631,2011,Environmental & Food Services,331990,2.3
17585,106190631,2011,Other,152613,1.06
17586,106190631,2011,Contracted Registry Nursing,21204,0.15
17587,106190631,2011,Contracted Other,6428,0.04
17588,106190631,2011,Daily Cost Centers,1280995,8.89
17589,106190631,2011,Ambulatory Cost Centers,444216,3.08
17590,106190631,2011,Ancillary Cost Centers,952024,6.61
17591,106190631,2011,Education Cost Centers,53370,0.37
17592,106190631,2011,General Services Cost Centers,724746,5.03
17593,106190631,2011,Fiscal Services Cost Centers,330566,2.29
17594,106190631,2011,Administrative Services Cost Centers,686996,4.77
17595,106190636,2011,Management & Supervision,369808,2.32
17596,106190636,2011,Technician & Specialist,667396,4.18
17597,106190636,2011,Registered Nurse,1179170,7.38
17598,106190636,2011,Licensed Vocational Nurse,97385,0.61
17599,106190636,2011,Aides & Orderlies,271451,1.7
17600,106190636,2011,Clerical & Other Administrative,446200,2.79
17601,106190636,2011,Environmental & Food Services,283171,1.77
17602,106190636,2011,Other,349871,2.19
17603,106190636,2011,Contracted Registry Nursing,32997,0.21
17604,106190636,2011,Contracted Other,15587,0.1
17605,106190636,2011,Daily Cost Centers,1468388,9.19
17606,106190636,2011,Ambulatory Cost Centers,241676,1.51
17607,106190636,2011,Ancillary Cost Centers,924732,5.79
17608,106190636,2011,Education Cost Centers,0,0.0
17609,106190636,2011,General Services Cost Centers,780918,4.89
17610,106190636,2011,Fiscal Services Cost Centers,150240,0.94
17611,106190636,2011,Administrative Services Cost Centers,147082,0.92
17612,106190661,2011,Management & Supervision,94749,1.64
17613,106190661,2011,Technician & Specialist,281614,4.86
17614,106190661,2011,Registered Nurse,232442,4.01
17615,106190661,2011,Licensed Vocational Nurse,50095,0.86
17616,106190661,2011,Aides & Orderlies,164143,2.83
17617,106190661,2011,Clerical & Other Administrative,158531,2.74
17618,106190661,2011,Environmental & Food Services,124303,2.15
17619,106190661,2011,Other,39926,0.69
17620,106190661,2011,Contracted Registry Nursing,7123,0.12
17621,106190661,2011,Contracted Other,2110,0.04
17622,106190661,2011,Daily Cost Centers,475452,8.21
17623,106190661,2011,Ambulatory Cost Centers,85591,1.48
17624,106190661,2011,Ancillary Cost Centers,138608,2.39
17625,106190661,2011,Education Cost Centers,6088,0.11
17626,106190661,2011,General Services Cost Centers,265833,4.59
17627,106190661,2011,Fiscal Services Cost Centers,65062,1.12
17628,106190661,2011,Administrative Services Cost Centers,118402,2.04
17629,106190673,2011,Management & Supervision,46887,2.44
17630,106190673,2011,Technician & Specialist,145351,7.56
17631,106190673,2011,Registered Nurse,190407,9.91
17632,106190673,2011,Licensed Vocational Nurse,21767,1.13
17633,106190673,2011,Aides & Orderlies,70054,3.64
17634,106190673,2011,Clerical & Other Administrative,103737,5.4
17635,106190673,2011,Environmental & Food Services,54089,2.81
17636,106190673,2011,Other,21650,1.13
17637,106190673,2011,Contracted Registry Nursing,5633,0.29
17638,106190673,2011,Contracted Other,2071,0.11
17639,106190673,2011,Daily Cost Centers,212525,11.06
17640,106190673,2011,Ambulatory Cost Centers,52529,2.73
17641,106190673,2011,Ancillary Cost Centers,140001,7.28
17642,106190673,2011,Education Cost Centers,0,0.0
17643,106190673,2011,General Services Cost Centers,134860,7.02
17644,106190673,2011,Fiscal Services Cost Centers,58393,3.04
17645,106190673,2011,Administrative Services Cost Centers,63338,3.3
17646,106190680,2011,Management & Supervision,118194,1.23
17647,106190680,2011,Technician & Specialist,457193,4.75
17648,106190680,2011,Registered Nurse,385911,4.01
17649,106190680,2011,Licensed Vocational Nurse,136440,1.42
17650,106190680,2011,Aides & Orderlies,229175,2.38
17651,106190680,2011,Clerical & Other Administrative,200340,2.08
17652,106190680,2011,Environmental & Food Services,124680,1.3
17653,106190680,2011,Other,63113,0.66
17654,106190680,2011,Contracted Registry Nursing,50990,0.53
17655,106190680,2011,Contracted Other,9375,0.1
17656,106190680,2011,Daily Cost Centers,717515,7.46
17657,106190680,2011,Ambulatory Cost Centers,123979,1.29
17658,106190680,2011,Ancillary Cost Centers,379164,3.94
17659,106190680,2011,Education Cost Centers,0,0.0
17660,106190680,2011,General Services Cost Centers,300211,3.12
17661,106190680,2011,Fiscal Services Cost Centers,37709,0.39
17662,106190680,2011,Administrative Services Cost Centers,216833,2.25
17663,106190681,2011,Management & Supervision,15649,16.47
17664,106190681,2011,Technician & Specialist,10862,11.43
17665,106190681,2011,Registered Nurse,15898,16.73
17666,106190681,2011,Licensed Vocational Nurse,0,0.0
17667,106190681,2011,Aides & Orderlies,5088,5.36
17668,106190681,2011,Clerical & Other Administrative,38929,40.98
17669,106190681,2011,Environmental & Food Services,15133,15.93
17670,106190681,2011,Other,0,0.0
